ID,gender,age,naver_gender,naver_acc,naver_age_min,age_max,acc,gender_diff,age_diff
000570,female,54,female,0.999234,46,50,0.289392,true,true
000571,male,51,male,1,64,68,0.657968,true,false
000572,female,57,male,0.999278,63,67,0.847692,false,false
000573,female,50,female,0.999144,61,65,0.207146,true,false
000574,female,56,female,0.99729,58,62,0.537266,true,true
000575,male,55,male,0.999999,64,68,0.802662,true,false
000576,female,56,female,0.613391,70,74,0.452171,true,false
000577,female,57,female,0.990807,68,72,0.967917,true,false
000588,female,58,female,0.999224,68,72,0.430907,true,false
000589,female,56,female,0.96847,67,71,0.727803,true,false
000590,male,52,male,0.999993,85,89,0.292337,true,false
000591,female,55,female,0.999486,77,81,0.446149,true,false
000592,female,57,female,0.784366,84,88,0.275283,true,false
000593,female,58,female,0.984233,67,71,0.348461,true,false
000594,female,57,female,0.999776,67,71,1,true,false
000595,male,56,male,0.999994,70,74,0.286511,true,false
000596,female,55,female,0.755796,75,79,0.338245,true,false
000597,male,57,male,0.966044,72,76,0.191232,true,false
000598,female,54,female,0.995632,55,59,0.56107,true,true
000600-1,female,54,female,0.99586,73,77,0.176084,true,false
000600,female,52,female,0.997501,57,61,0.111724,true,true
000601,female,53,male,0.997099,62,66,0.535211,false,false
000602,female,50,male,0.714984,63,67,0.302842,false,false
000605,male,57,male,0.999997,83,87,0.540232,true,false
000606,female,58,female,0.604464,87,91,0.402753,true,false
000607,female,53,female,0.998564,68,72,0.652695,true,false
000609,male,57,male,0.99993,77,81,0.296833,true,false
000610,female,52,male,0.577859,72,76,0.0772124,false,false
000611,male,51,male,0.999989,62,66,0.189492,true,false
000613,male,51,male,0.999996,63,67,0.235588,true,false
000614,female,56,female,0.991515,72,76,0.127451,true,false
000615,male,56,male,0.999991,52,56,0.64873,true,true
000616,female,57,female,0.943339,74,78,0.369139,true,false
000618,male,37,male,0.99999,54,58,0.292445,true,true
000619,female,56,female,0.758752,84,88,0.5238,true,false
000620,female,51,female,0.988352,65,69,0.539282,true,false
000621,female,57,female,0.991292,66,70,0.215361,true,false
000622,male,56,male,0.999998,63,67,0.422467,true,false
000623,female,57,female,0.98285,73,77,0.387025,true,false
000625,male,57,male,0.999997,81,85,0.632082,true,false
000626,female,57,female,0.781194,75,79,0.0630251,true,false
000628,male,51,male,0.99984,66,70,0.531895,true,false
000629,female,58,female,0.972431,75,79,0.289913,true,false
000630,female,55,female,0.999722,80,84,0.307504,true,false
000631,female,57,male,0.783831,86,90,0.512146,false,false
000632,female,54,female,0.999929,67,71,0.750536,true,false
000633,female,59,female,0.926074,89,93,0.446403,true,false
000635,female,58,female,0.987469,88,92,0.491939,true,false
000636,female,51,male,0.531237,63,67,0.526634,false,false
000637,female,50,male,0.980318,60,64,0.248168,false,false
000639,female,54,male,0.994685,86,90,0.611952,false,false
000640,female,57,male,0.991605,63,67,0.667686,false,false
000641,female,57,female,0.420039,65,69,0.539276,true,false
000642,female,54,male,0.955456,79,83,0.570466,false,false
000643,female,53,female,0.999359,64,68,0.14756,true,false
000644,female,54,male,0.990486,71,75,0.310518,false,false
000645,female,57,male,0.999709,66,70,0.664949,false,false
000646,female,51,female,0.999921,63,67,0.728649,true,false
000647,female,53,female,0.917446,88,92,0.622196,true,false
000650,male,54,male,0.999453,71,75,0.179913,true,false
000651,male,54,male,0.987622,81,85,0.419082,true,false
000652,female,58,female,0.982604,74,78,0.223161,true,false
000653,female,52,female,0.991705,68,72,0.354596,true,false
000654,female,53,female,0.999899,85,89,0.329915,true,false
000655,male,53,male,0.999999,82,86,0.320992,true,false
000656,female,57,female,0.986332,76,80,0.150575,true,false
000657,female,52,,,,,,false,false
000658,male,58,male,0.999782,75,79,0.179223,true,false
000659,male,58,male,0.714756,86,90,0.353452,true,false
000661,male,55,male,1,55,59,0.590936,true,true
000662,female,53,male,0.999866,72,76,0.110769,false,false
000663,female,57,male,0.622202,71,75,0.0578804,false,false
000664,female,55,male,0.999946,70,74,0.581592,false,false
000665,female,54,female,0.937489,73,77,0.232848,true,false
000667,female,57,male,0.997569,68,72,0.35468,false,false
000668,female,53,male,0.605021,69,73,0.201117,false,false
000669,female,58,female,0.999295,71,75,0.0917455,true,false
000670,female,51,female,0.92566,84,88,0.394882,true,false
000671,female,55,female,0.99966,82,86,0.345427,true,false
000672,female,53,female,0.958338,83,87,0.329632,true,false
000673,female,54,female,0.999745,80,84,0.414907,true,false
000675,female,59,female,0.981839,65,69,0.638242,true,false
000676,female,57,female,0.663042,72,76,0.0473674,true,false
000678,female,52,female,0.790714,87,91,0.684528,true,false
000679,female,55,female,0.994516,56,60,0.610269,true,true
000684,female,56,female,0.870478,62,66,0.373567,true,false
000685,male,19,male,0.993055,25,29,0.639082,true,true
000686,female,52,male,0.998228,77,81,0.431206,false,false
000687,male,50,male,0.999997,66,70,0.818702,true,false
000688,female,57,female,0.939948,58,62,0.648917,true,true
000689,female,57,female,0.941665,84,88,0.540581,true,false
000690,female,51,female,0.992413,60,64,0.203302,true,false
000691,female,56,female,0.998605,81,85,0.388912,true,false
000692,female,55,female,0.994771,85,89,0.198057,true,false
000693,female,54,male,0.998974,69,73,0.385953,false,false
000694,female,54,female,0.99986,87,91,0.534042,true,false
000695,female,53,female,0.990492,53,57,1,true,true
000696,female,58,male,0.997685,85,89,0.363147,false,false
000697,female,58,female,0.990739,86,90,0.386525,true,false
000698,female,55,male,0.995671,73,77,0.284157,false,false
000699,female,57,female,0.998458,79,83,0.443371,true,false
000700,female,50,female,0.995953,84,88,0.723435,true,false
000711,female,53,female,0.999399,85,89,0.40488,true,false
000712,female,50,female,0.980775,58,62,0.0781051,true,true
000713,female,51,female,0.613879,55,59,0.570663,true,true
000714,female,51,female,0.997861,76,80,0.266075,true,false
000715,female,56,female,0.981052,66,70,0.117338,true,false
000716,male,51,male,0.999998,69,73,0.612307,true,false
000717,female,51,male,0.994398,67,71,0.793131,false,false
000718,female,56,male,0.999453,81,85,0.493178,false,false
000719,female,53,male,0.540524,70,74,0.128994,false,false
000720,female,56,male,0.737737,69,73,0.552067,false,false
000721,female,53,female,0.99596,73,77,0.236881,true,false
000722,female,56,child,0.9879,83,87,0.481881,false,false
000723,female,56,male,0.937795,78,82,0.468583,false,false
000724,female,57,female,0.575369,77,81,0.248927,true,false
000725,female,50,male,0.998541,61,65,0.470111,false,false
000726,female,56,male,0.996583,83,87,0.369997,false,false
000728,female,58,female,0.650103,74,78,0.270915,true,false
000729,female,52,female,0.9999,69,73,0.843027,true,false
000730,female,51,female,0.986817,74,78,0.258732,true,false
000731,male,58,male,0.999976,65,69,1,true,false
000732,female,54,male,0.960239,82,86,1,false,false
000733,female,56,male,0.977042,76,80,0.0524247,false,false
000735,female,51,male,0.567753,68,72,0.910925,false,false
000736,female,53,female,0.999102,69,73,0.676359,true,false
000737,female,56,female,0.999457,74,78,0.227072,true,false
000738,female,53,female,0.999747,74,78,0.268712,true,false
000739,female,52,female,0.993644,78,82,0.385285,true,false
000740,female,52,male,0.997733,82,86,0.421567,false,false
000741,female,50,female,0.895308,61,65,0.39122,true,false
000742,female,58,female,0.999723,88,92,0.469689,true,false
000743,female,51,female,0.996325,78,82,0.29941,true,false
000745,female,51,female,0.994234,57,61,0.569288,true,true
000746,female,53,male,0.995872,75,79,0.354145,false,false
000747,female,52,female,0.984968,60,64,0.251527,true,false
000748-1,female,54,female,0.982815,70,74,0.243575,true,false
000748,female,55,female,0.973136,77,81,0.376477,true,false
000750,female,52,female,0.987539,78,82,0.0549588,true,false
000751,female,56,female,0.964094,70,74,0.362079,true,false
000754,female,50,female,0.999754,64,68,0.516554,true,false
000755,female,53,female,0.998691,67,71,0.233344,true,false
000758,female,56,female,0.995156,61,65,0.567561,true,false
000759,female,57,female,0.998619,57,61,0.387908,true,true
000760,female,50,female,0.995634,66,70,0.24015,true,false
000763,female,55,male,0.999912,87,91,0.607881,false,false
000764,female,56,female,0.996261,68,72,0.300674,true,false
000765,female,57,female,0.953483,83,87,0.391838,true,false
000766,female,53,female,0.999939,61,65,0.410853,true,false
000767,female,56,male,0.999896,67,71,0.355621,false,false
000768,female,58,female,0.99995,80,84,0.19762,true,false
000769,female,56,male,0.979657,80,84,0.293234,false,false
000770,female,50,female,0.86303,67,71,0.919075,true,false
000771,female,58,male,0.957278,76,80,0.342873,false,false
000772,female,54,female,0.844084,73,77,0.27581,true,false
000773,female,57,female,0.997582,85,89,0.506331,true,false
000775,male,56,male,0.999999,54,58,0.602309,true,true
000776,female,57,female,0.993502,85,89,0.447996,true,false
000778,female,56,male,0.999716,82,86,0.550831,false,false
000779,female,50,male,0.990267,58,62,0.299869,false,true
000781,male,51,male,0.999938,69,73,1,true,false
000782,female,58,male,0.993361,79,83,0.165533,false,false
000783,male,58,male,0.999671,89,93,0.491624,true,false
000786,female,50,male,0.999683,80,84,0.210852,false,false
000789,female,54,male,0.710575,75,79,0.458283,false,false
000797,female,56,male,0.98765,72,76,0.420785,false,false
000799,female,51,female,0.995332,67,71,0.317391,true,false
000801,male,59,male,0.992205,80,84,0.744176,true,false
000802,female,52,female,0.996895,60,64,0.0538471,true,false
000807,male,59,male,0.99999,80,84,0.234773,true,false
000808,male,54,male,0.999992,79,83,0.528162,true,false
000809,male,51,male,1,62,66,0.352108,true,false
000810,male,58,male,1,69,73,0.519265,true,false
000811,male,55,male,0.999945,72,76,0.687419,true,false
000812,male,55,male,0.999965,85,89,0.331693,true,false
000814,male,56,male,0.999999,74,78,0.446941,true,false
000815,female,51,male,0.996472,65,69,0.825048,false,false
000816,female,54,female,0.999899,63,67,0.354086,true,false
000817,female,52,male,0.999845,65,69,0.513532,false,false
000818,female,52,female,0.936562,78,82,0.39905,true,false
000819,female,57,male,0.996839,79,83,0.265269,false,false
000820,female,51,female,0.720998,83,87,0.423226,true,false
000821,male,56,male,0.999983,75,79,0.404141,true,false
000824,female,55,female,0.85436,80,84,0.385224,true,false
000825,male,53,male,0.999978,73,77,0.46425,true,false
000826,female,55,female,0.999621,60,64,0.496962,true,false
000827,female,55,female,0.99805,74,78,0.324641,true,false
000829,female,55,male,0.999856,74,78,0.270047,false,false
000830,female,55,female,0.994177,68,72,0.88063,true,false
000831,female,55,male,0.998502,72,76,0.301162,false,false
000900,female,48,female,0.999703,68,72,1,true,false
000901,female,49,female,0.977751,65,69,0.787399,true,false
001002,female,42,female,0.996178,58,62,0.232513,true,true
001003,male,24,male,1,34,38,0.271826,true,false
001004,female,23,female,0.999762,9,13,0.660732,true,true
001005,male,24,male,0.999999,20,24,0.765602,true,true
001006,female,19,female,0.999044,14,18,0.341673,true,true
001008,female,58,female,0.999071,56,60,0.416667,true,true
001009,female,40,female,0.970707,26,30,0.389338,true,true
001010,male,59,male,0.999996,70,74,0.310302,true,false
001011,male,30,male,1,29,33,0.386349,true,true
001012,female,18,female,0.992592,20,24,0.895971,true,true
001013,female,25,female,0.998944,38,42,0.187993,true,false
001014,male,19,male,0.999964,13,17,0.487454,true,true
001015,female,22,female,0.996292,16,20,1,true,true
001016,male,26,male,0.999998,28,32,0.399832,true,true
001017,male,24,male,1,22,26,0.488402,true,true
001018,female,25,female,0.999344,23,27,1,true,true
001019,male,29,male,0.999997,29,33,0.75407,true,true
001021,female,58,male,0.995069,81,85,0.89231,false,false
001022,male,21,male,0.999991,15,19,0.750776,true,true
001023,male,19,male,0.999885,16,20,0.683187,true,true
001024-1,female,24,female,0.999794,38,42,0.0535584,true,false
001024,male,58,male,1,49,53,1,true,true
001025,male,19,male,0.999972,15,19,1,true,true
001026-1,male,25,male,0.999998,22,26,0.451457,true,true
001026,male,57,male,0.999995,70,74,0.600716,true,false
001027,male,55,male,1,59,63,0.540022,true,true
001028,female,25,female,0.999846,18,22,0.813487,true,true
001029-1,female,23,female,0.999725,23,27,0.546322,true,true
001029,male,59,male,0.999997,74,78,0.163434,true,false
001030,male,26,male,0.999995,26,30,0.336481,true,true
001031,female,45,male,0.999862,38,42,0.647998,false,true
001032,female,25,female,0.999938,27,31,0.280059,true,true
001033,female,19,female,0.999358,10,14,0.981396,true,true
001034,male,27,male,0.999974,27,31,0.628116,true,true
001035,female,25,female,0.99648,11,15,0.463483,true,true
001036,female,25,female,0.999837,24,28,0.473132,true,true
001037,male,18,male,1,24,28,0.614146,true,true
001038-1,male,20,male,0.999999,20,24,1,true,true
001038,male,60,male,0.99998,78,82,0.758451,true,true
001039,female,25,female,0.99946,24,28,0.3253,true,true
001040,male,30,male,0.999807,46,50,0.089944,true,true
001041,female,25,female,0.999482,10,14,1,true,true
001042,male,19,male,0.999962,19,23,0.30101,true,true
001043-1,male,23,male,0.999997,19,23,0.835949,true,true
001043,male,60,male,0.999982,80,84,0.291419,true,true
001044,female,25,female,0.998371,26,30,0.547822,true,true
001045,male,19,male,0.999995,18,22,0.369818,true,true
001046,female,25,female,0.999799,38,42,0.219016,true,false
001047-1,male,20,male,0.999999,21,25,0.542703,true,true
001047,male,60,male,0.999713,86,90,0.274522,true,true
001048,female,59,male,0.999862,85,89,0.445479,false,false
001049,female,55,male,0.999999,65,69,0.833781,false,false
001050,male,19,male,0.999995,19,23,1,true,true
001051,female,25,male,0.400482,16,20,1,false,true
001053,male,26,male,0.98756,32,36,1,true,false
001054,female,24,female,0.998518,18,22,0.585305,true,true
001055,female,25,male,0.999932,20,24,0.325736,false,true
001056,female,25,female,0.995098,16,20,0.473487,true,true
001057,female,25,female,0.999813,28,32,0.568847,true,true
001058,female,28,female,0.999553,33,37,0.739431,true,false
001059,female,25,child,0.929365,12,16,0.508072,false,true
001060,female,25,female,0.998788,14,18,1,true,true
001061,male,25,male,0.999996,34,38,0.549499,true,false
001062,female,25,female,0.997536,12,16,0.651276,true,true
001063,female,60,male,0.959377,73,77,0.309563,false,true
001064,female,44,female,0.999687,16,20,0.0743335,true,false
001065,male,26,male,1,17,21,0.393812,true,true
001066,female,25,female,0.983384,14,18,0.863703,true,true
001067,male,24,male,1,20,24,0.72663,true,true
001068,female,25,male,0.964526,28,32,0.403369,false,true
001069,female,19,female,0.999978,28,32,0.682493,true,true
001070,female,58,male,0.999988,63,67,0.52487,false,false
001071,male,45,male,1,37,41,0.33643,true,true
001072,female,25,female,0.999866,20,24,0.762496,true,true
001073,female,25,female,0.994402,15,19,0.208834,true,true
001074,female,19,female,0.825123,21,25,0.716692,true,true
001076,male,48,male,0.999993,50,54,0.237086,true,true
001077,male,19,male,0.9997,23,27,0.511507,true,true
001079,female,23,female,0.974866,15,19,0.98994,true,true
001080,female,23,female,0.998883,19,23,1,true,true
001082,female,51,female,0.999805,49,53,0.71078,true,true
001083,female,34,female,0.997565,45,49,0.285154,true,true
001084,female,26,female,0.992057,14,18,0.0868045,true,true
001085,male,26,male,1,24,28,0.273839,true,true
001087,female,25,female,0.99855,22,26,0.208251,true,true
001088,male,24,male,0.999969,22,26,0.297389,true,true
001089,female,25,female,0.927784,11,15,0.613447,true,true
001090,male,34,male,0.999999,27,31,0.348496,true,true
001091,female,19,female,0.999622,16,20,0.847805,true,true
001092,female,18,female,0.997682,9,13,0.563877,true,true
001094,male,23,male,0.999553,17,21,0.294599,true,true
001095,male,25,male,0.999151,36,40,0.209105,true,false
001096,male,22,male,0.999988,16,20,0.521487,true,true
001097,female,39,female,0.999037,45,49,0.485198,true,true
001098,male,23,male,0.884229,19,23,0.24025,true,true
001099,male,25,male,0.999992,24,28,0.320129,true,true
001100,female,43,female,0.904511,35,39,0.197254,true,true
001101,male,60,male,0.999831,79,83,0.517485,true,true
001102,female,60,male,0.999906,79,83,0.466785,false,true
001104,female,58,female,0.996052,80,84,0.640242,true,false
001105,male,25,male,0.999998,29,33,0.832772,true,true
001106,female,60,female,0.551099,78,82,0.663493,true,true
001107,male,25,male,0.999999,20,24,0.523897,true,true
001108,female,23,male,0.977644,15,19,0.129518,false,true
001110,male,25,male,0.999998,25,29,0.507859,true,true
001112,male,28,male,0.999982,24,28,0.384931,true,true
001113,male,18,male,0.999268,10,14,0.316221,true,true
001114,male,26,male,0.999801,30,34,0.618423,true,false
001115,female,23,female,0.999917,23,27,1,true,true
001116,female,25,female,0.999768,23,27,0.85014,true,true
001118,female,19,female,0.999822,14,18,1,true,true
001119,female,27,female,0.999701,18,22,0.689062,true,true
001120,female,28,female,0.999763,18,22,0.696874,true,true
001122,male,25,male,0.999989,20,24,0.5535,true,true
001123,female,25,female,0.978996,22,26,0.749241,true,true
001124,male,30,male,0.999354,14,18,1,true,false
001125,female,27,female,0.999801,21,25,0.656339,true,true
001127,male,18,male,0.9999,12,16,0.519508,true,true
001128,female,18,,,,,,false,false
001129,male,20,male,0.999997,17,21,0.555624,true,true
001130,male,23,male,0.999995,14,18,1,true,true
001131-1,male,22,male,0.999994,23,27,0.468478,true,true
001131,female,22,female,0.99975,20,24,0.718686,true,true
001132-1,male,25,male,0.999998,18,22,0.0533669,true,true
001132,female,43,female,0.945171,55,59,0.725128,true,true
001133,male,56,male,1,71,75,0.252353,true,false
001135,male,23,male,0.999946,17,21,0.370249,true,true
001136,male,26 ,,,,,,false,false
001137,male,24,male,0.999627,17,21,1,true,true
001138,female,23,female,0.99982,13,17,0.314205,true,true
001139,female,19,female,0.925628,14,18,0.774105,true,true
001140,female,22,female,0.996796,17,21,0.125949,true,true
001141,male,23,male,1,22,26,0.75701,true,true
001142,female,19,female,0.999306,18,22,0.844765,true,true
001143,female,35,female,0.999734,35,39,0.211581,true,true
001144,male,28,male,0.999919,35,39,0.877031,true,false
001145,male,20,,,,,,false,false
001146,male,45,male,1,48,52,1,true,true
001147,male,35,male,0.999994,27,31,0.559693,true,true
001148,female,58,male,0.999935,64,68,0.928544,false,false
001149,female,20,female,0.999532,19,23,0.325011,true,true
001150,male,23,male,0.999989,16,20,0.454014,true,true
001151,male,23,male,0.999991,21,25,1,true,true
